Number of Clients,Total turn-around time,Average turn-around time
50,1276046.0,25520.92
50,1277535.0,25550.7
50,1279024.0,25580.48
50,1280513.0,25610.26
50,1282002.0,25640.04
50,1283491.0,25669.82
50,1284980.0,25699.6
50,1286469.0,25729.38
50,1287958.0,25759.16
50,1289447.0,25788.94
50,1290936.0,25818.72
50,1292425.0,25848.5
50,1293914.0,25878.28
50,1295403.0,25908.06
50,1296892.0,25937.84
50,1298381.0,25967.62
50,1299870.0,25997.4
50,1301359.0,26027.18
50,1302848.0,26056.96
50,1304337.0,26086.74
50,1305826.0,26116.52
50,1307315.0,26146.3
50,1308804.0,26176.08
50,1310293.0,26205.86
50,1311782.0,26235.64
50,1313271.0,26265.42
50,1314760.0,26295.2
50,1316249.0,26324.98
50,1317738.0,26354.76
50,1319227.0,26384.54
50,1320716.0,26414.32
50,1322205.0,26444.1
50,1323694.0,26473.88
50,1325183.0,26503.66
50,1326672.0,26533.44
50,1328161.0,26563.22
50,1329650.0,26593.0
50,1331139.0,26622.78
50,1332628.0,26652.56
50,1334117.0,26682.34
50,1335606.0,26712.12
50,1337095.0,26741.9
50,1338584.0,26771.68
50,1340073.0,26801.46
50,1341562.0,26831.24
50,1343051.0,26861.02
50,1344540.0,26890.8
50,1346029.0,26920.58
50,1347518.0,26950.36
50,1349007.0,26980.14
50,1350496.0,27009.92
50,1351985.0,27039.7
50,1353474.0,27069.48
50,1354963.0,27099.26
50,1356452.0,27129.04
50,1357941.0,27158.82
50,1359430.0,27188.6
50,1360919.0,27218.38
50,1362408.0,27248.16
50,1363897.0,27277.94
50,1365386.0,27307.72
50,1366875.0,27337.5
50,1368364.0,27367.28
50,1369853.0,27397.06
50,1371342.0,27426.84
50,1372831.0,27456.62
50,1374320.0,27486.4
50,1375809.0,27516.18
50,1377298.0,27545.96
50,1378787.0,27575.74
50,1380276.0,27605.52
50,1381765.0,27635.3
50,1383254.0,27665.08
50,1384743.0,27694.86
50,1386232.0,27724.64
50,1387721.0,27754.42
50,1389210.0,27784.2
50,1390699.0,27813.98
50,1392188.0,27843.76
50,1393677.0,27873.54
50,1395166.0,27903.32
50,1396655.0,27933.1
50,1398144.0,27962.88
50,1399633.0,27992.66
50,1401122.0,28022.44
50,1402611.0,28052.22
50,1404100.0,28082.0
50,1405589.0,28111.78
50,1407078.0,28141.56
50,1408567.0,28171.34
50,1410056.0,28201.12
50,1411545.0,28230.9
50,1413034.0,28260.68
50,1414523.0,28290.46
50,1416012.0,28320.24
50,1417501.0,28350.02
50,1418990.0,28379.8
50,1420479.0,28409.58
50,1421968.0,28439.36
50,1423457.0,28469.14
50,1424946.0,28498.92
50,1426435.0,28528.7
50,1427924.0,28558.48
50,1429413.0,28588.26
50,1430902.0,28618.04
50,1432391.0,28647.82
50,1433880.0,28677.6
50,1435369.0,28707.38
50,1436858.0,28737.16
50,1438347.0,28766.94
50,1439836.0,28796.72
50,1441325.0,28826.5
50,1442814.0,28856.28
50,1444303.0,28886.06
50,1445792.0,28915.84
50,1447281.0,28945.62
50,1448770.0,28975.4
50,1450259.0,29005.18
50,1451748.0,29034.96
50,1453237.0,29064.74
50,1454726.0,29094.52
50,1456215.0,29124.3
50,1457704.0,29154.08
50,1459193.0,29183.86
50,1460682.0,29213.64
50,1462171.0,29243.42
50,1463660.0,29273.2
50,1465149.0,29302.98
50,1466638.0,29332.76
50,1468127.0,29362.54
50,1469616.0,29392.32
50,1471105.0,29422.1
50,1472594.0,29451.88
50,1474083.0,29481.66
50,1475572.0,29511.44
50,1477061.0,29541.22
50,1478550.0,29571.0
50,1480039.0,29600.78
50,1481528.0,29630.56
50,1483017.0,29660.34
50,1484506.0,29690.12
50,1485995.0,29719.9
50,1487484.0,29749.68
50,1488973.0,29779.46
50,1490462.0,29809.24
50,1491951.0,29839.02
50,1493440.0,29868.8
50,1494929.0,29898.58
50,1496418.0,29928.36
50,1497907.0,29958.14
50,1499396.0,29987.92
50,1500885.0,30017.7
50,1502374.0,30047.48
50,1503863.0,30077.26
50,1505352.0,30107.04
50,1506841.0,30136.82
50,1508330.0,30166.6
50,1509819.0,30196.38
50,1511308.0,30226.16
50,1512797.0,30255.94
50,1514286.0,30285.72
50,1515775.0,30315.5
50,1517264.0,30345.28
50,1518753.0,30375.06
50,1520242.0,30404.84
50,1521731.0,30434.62
50,1523220.0,30464.4
50,1524709.0,30494.18
50,1526198.0,30523.96
50,1527687.0,30553.74
50,1529176.0,30583.52
50,1530665.0,30613.3
50,1532154.0,30643.08
50,1533643.0,30672.86
50,1535132.0,30702.64
50,1536621.0,30732.42
50,1538110.0,30762.2
50,1539599.0,30791.98
50,1541088.0,30821.76
50,1542577.0,30851.54
50,1544066.0,30881.32
50,1545555.0,30911.1
50,1547044.0,30940.88
50,1548533.0,30970.66
50,1550022.0,31000.44
50,1551511.0,31030.22
50,1553000.0,31060.0
50,1554489.0,31089.78
50,1555978.0,31119.56
50,1557467.0,31149.34
50,1558956.0,31179.12
50,1560445.0,31208.9
50,1561934.0,31238.68
50,1563423.0,31268.46
50,1564912.0,31298.24
50,1566401.0,31328.02
50,1567890.0,31357.8
50,1569379.0,31387.58
50,1570868.0,31417.36
50,1572357.0,31447.14
50,1573846.0,31476.92
50,1575335.0,31506.7
50,1576824.0,31536.48
50,1578313.0,31566.26
50,1579802.0,31596.04
50,1581291.0,31625.82
50,1582780.0,31655.6
50,1584269.0,31685.38
50,1585758.0,31715.16
50,1587247.0,31744.94
50,1588736.0,31774.72
50,1590225.0,31804.5
50,1591714.0,31834.28
50,1593203.0,31864.06
50,1594692.0,31893.84
50,1596181.0,31923.62
50,1597670.0,31953.4
50,1599159.0,31983.18
50,1600648.0,32012.96
50,1602137.0,32042.74
50,1603626.0,32072.52
50,1605115.0,32102.3
50,1606604.0,32132.08
50,1608093.0,32161.86
50,1609582.0,32191.64
50,1611071.0,32221.42
50,1612560.0,32251.2
50,1614049.0,32280.98
50,1615538.0,32310.76
50,1617027.0,32340.54
50,1618516.0,32370.32
50,1620005.0,32400.1
50,1621494.0,32429.88
50,1622983.0,32459.66
50,1624472.0,32489.44
50,1625961.0,32519.22
50,1627450.0,32549.0
50,1628939.0,32578.78
50,1630428.0,32608.56
50,1631917.0,32638.34
50,1633406.0,32668.12
50,1634895.0,32697.9
50,1636384.0,32727.68
50,1637873.0,32757.46
50,1639362.0,32787.24
50,1640851.0,32817.02
50,1642340.0,32846.8
50,1643829.0,32876.58
50,1645318.0,32906.36
50,1646807.0,32936.14
50,1648296.0,32965.92
50,1649785.0,32995.7
50,1651274.0,33025.48
50,1652763.0,33055.26
50,1654252.0,33085.04
50,1655741.0,33114.82
50,1657230.0,33144.6
50,1658719.0,33174.38
50,1660208.0,33204.16
50,1661697.0,33233.94
50,1663186.0,33263.72
50,1664675.0,33293.5
50,1666164.0,33323.28
50,1667653.0,33353.06
50,1669142.0,33382.84
50,1670631.0,33412.62
50,1672120.0,33442.4
50,1673609.0,33472.18
50,1675098.0,33501.96
50,1676587.0,33531.74
50,1678076.0,33561.52
50,1679565.0,33591.3
50,1681054.0,33621.08
50,1682543.0,33650.86
50,1684032.0,33680.64
50,1685521.0,33710.42
50,1687010.0,33740.2
50,1688499.0,33769.98
50,1689988.0,33799.76
50,1691477.0,33829.54
50,1692966.0,33859.32
50,1694455.0,33889.1
50,1695944.0,33918.88
50,1697433.0,33948.66
50,1698922.0,33978.44
50,1700411.0,34008.22
50,1701900.0,34038.0
50,1703389.0,34067.78
50,1704878.0,34097.56
50,1706367.0,34127.34
50,1707856.0,34157.12
50,1709345.0,34186.9
50,1710834.0,34216.68
50,1712323.0,34246.46
50,1713812.0,34276.24
50,1715301.0,34306.02
50,1716790.0,34335.8
50,1718279.0,34365.58
50,1719768.0,34395.36
50,1721257.0,34425.14
50,1722746.0,34454.92
50,1724235.0,34484.7
50,1725724.0,34514.48
50,1727213.0,34544.26
50,1728702.0,34574.04
50,1730191.0,34603.82
50,1731680.0,34633.6
50,1733169.0,34663.38
50,1734658.0,34693.16
50,1736147.0,34722.94
50,1737636.0,34752.72
50,1739125.0,34782.5
50,1740614.0,34812.28
50,1742103.0,34842.06
50,1743592.0,34871.84
50,1745081.0,34901.62
50,1746570.0,34931.4
50,1748059.0,34961.18
50,1749548.0,34990.96
50,1751037.0,35020.74
50,1752526.0,35050.52
50,1754015.0,35080.3
50,1755504.0,35110.08
50,1756993.0,35139.86
50,1758482.0,35169.64
50,1759971.0,35199.42
50,1761460.0,35229.2
50,1762949.0,35258.98
50,1764438.0,35288.76
50,1765927.0,35318.54
50,1767416.0,35348.32
50,1768905.0,35378.1
50,1770394.0,35407.88
50,1771883.0,35437.66
50,1773372.0,35467.44
50,1774861.0,35497.22
50,1776350.0,35527.0
50,1777839.0,35556.78
50,1779328.0,35586.56
50,1780817.0,35616.34
50,1782306.0,35646.12
50,1783795.0,35675.9
50,1785284.0,35705.68
50,1786773.0,35735.46
50,1788262.0,35765.24
50,1789751.0,35795.02
50,1791240.0,35824.8
50,1792729.0,35854.58
50,1794218.0,35884.36
50,1795707.0,35914.14
50,1797196.0,35943.92
50,1798685.0,35973.7
50,1800174.0,36003.48
50,1801663.0,36033.26
50,1803152.0,36063.04
50,1804641.0,36092.82
50,1806130.0,36122.6
50,1807619.0,36152.38
50,1809108.0,36182.16
50,1810597.0,36211.94
50,1812086.0,36241.72
50,1813575.0,36271.5
50,1815064.0,36301.28
50,1816553.0,36331.06
50,1818042.0,36360.84
50,1819531.0,36390.62
50,1821020.0,36420.4
50,1822509.0,36450.18
50,1823998.0,36479.96
50,1825487.0,36509.74
50,1826976.0,36539.52
50,1828465.0,36569.3
50,1829954.0,36599.08
50,1831443.0,36628.86
50,1832932.0,36658.64
50,1834421.0,36688.42
50,1835910.0,36718.2
50,1837399.0,36747.98
50,1838888.0,36777.76
50,1840377.0,36807.54
50,1841866.0,36837.32
50,1843355.0,36867.1
50,1844844.0,36896.88
50,1846333.0,36926.66
50,1847822.0,36956.44
50,1849311.0,36986.22
50,1850800.0,37016.0
50,1852289.0,37045.78
50,1853778.0,37075.56
50,1855267.0,37105.34
50,1856756.0,37135.12
50,1858245.0,37164.9
50,1859734.0,37194.68
50,1861223.0,37224.46
50,1862712.0,37254.24
50,1864201.0,37284.02
50,1865690.0,37313.8
50,1867179.0,37343.58
50,1868668.0,37373.36
50,1870157.0,37403.14
50,1871646.0,37432.92
50,1873135.0,37462.7
50,1874624.0,37492.48
50,1876113.0,37522.26
50,1877602.0,37552.04
50,1879091.0,37581.82
50,1880580.0,37611.6
50,1882069.0,37641.38
50,1883558.0,37671.16
50,1885047.0,37700.94
50,1886536.0,37730.72
50,1888025.0,37760.5
50,1889514.0,37790.28
50,1891003.0,37820.06
50,1892492.0,37849.84
50,1893981.0,37879.62
50,1895470.0,37909.4
50,1896959.0,37939.18
50,1898448.0,37968.96
50,1899937.0,37998.74
50,1901426.0,38028.52
50,1902915.0,38058.3
50,1904404.0,38088.08
50,1905893.0,38117.86
50,1907382.0,38147.64
50,1908871.0,38177.42
50,1910360.0,38207.2
50,1911849.0,38236.98
50,1913338.0,38266.76
50,1914827.0,38296.54
50,1916316.0,38326.32
50,1917805.0,38356.1
50,1919294.0,38385.88
50,1920783.0,38415.66
50,1922272.0,38445.44
50,1923761.0,38475.22
50,1925250.0,38505.0
50,1926739.0,38534.78
50,1928228.0,38564.56
50,1929717.0,38594.34
50,1931206.0,38624.12
50,1932695.0,38653.9
50,1934184.0,38683.68
50,1935673.0,38713.46
50,1937162.0,38743.24
50,1938651.0,38773.02
50,1940140.0,38802.8
50,1941629.0,38832.58
50,1943118.0,38862.36
50,1944607.0,38892.14
50,1946096.0,38921.92
50,1947585.0,38951.7
50,1949074.0,38981.48
50,1950563.0,39011.26
50,1952052.0,39041.04
50,1953541.0,39070.82
50,1955030.0,39100.6
50,1956519.0,39130.38
50,1958008.0,39160.16
50,1959497.0,39189.94
50,1960986.0,39219.72
50,1962475.0,39249.5
50,1963964.0,39279.28
50,1965453.0,39309.06
50,1966942.0,39338.84
50,1968431.0,39368.62
50,1969920.0,39398.4
50,1971409.0,39428.18
50,1972898.0,39457.96
50,1974387.0,39487.74
50,1975876.0,39517.52
50,1977365.0,39547.3
50,1978854.0,39577.08
50,1980343.0,39606.86
50,1981832.0,39636.64
50,1983321.0,39666.42
50,1984810.0,39696.2
50,1986299.0,39725.98
50,1987788.0,39755.76
50,1989277.0,39785.54
50,1990766.0,39815.32
50,1992255.0,39845.1
50,1993744.0,39874.88
50,1995233.0,39904.66
50,1996722.0,39934.44
50,1998211.0,39964.22
50,1999700.0,39994.0
50,2001189.0,40023.78
50,2002678.0,40053.56
50,2004167.0,40083.34
50,2005656.0,40113.12
50,2007145.0,40142.9
50,2008634.0,40172.68
50,2010123.0,40202.46
50,2011612.0,40232.24
50,2014078.0,40281.56
50,2016544.0,40330.88
50,2019010.0,40380.2
50,2021476.0,40429.52
50,2023942.0,40478.84
50,2026408.0,40528.16
50,2028874.0,40577.48
50,2031340.0,40626.8
50,2033806.0,40676.12
50,2036272.0,40725.44
50,2038738.0,40774.76
50,2041204.0,40824.08
50,2043670.0,40873.4
50,2046136.0,40922.72
50,2048602.0,40972.04
50,2051068.0,41021.36
50,2053534.0,41070.68
50,2056000.0,41120.0
50,2058466.0,41169.32
50,2060932.0,41218.64
50,2063398.0,41267.96
50,2065864.0,41317.28
50,2068330.0,41366.6
50,2070796.0,41415.92
50,2073262.0,41465.24
50,2075728.0,41514.56
50,2078194.0,41563.88
50,2080660.0,41613.2
50,2083126.0,41662.52
50,2085592.0,41711.84
50,2088058.0,41761.16
50,2090524.0,41810.48
50,2092990.0,41859.8
50,2095456.0,41909.12
50,2097922.0,41958.44
50,2100388.0,42007.76
50,2102854.0,42057.08
50,2105320.0,42106.4
50,2107786.0,42155.72
50,2110252.0,42205.04
50,2112718.0,42254.36
50,2115184.0,42303.68
50,2117650.0,42353.0
50,2120116.0,42402.32
50,2122582.0,42451.64
50,2125048.0,42500.96
50,2127514.0,42550.28
50,2129980.0,42599.6
50,2132446.0,42648.92
50,2134912.0,42698.24
50,2137378.0,42747.56
50,2139844.0,42796.88
50,2142310.0,42846.2
50,2144776.0,42895.52
50,2147242.0,42944.84
50,2149708.0,42994.16
50,2152174.0,43043.48
50,2154640.0,43092.8
50,2157106.0,43142.12
50,2159572.0,43191.44
50,2162038.0,43240.76
50,2164504.0,43290.08
50,2166970.0,43339.4
50,2169436.0,43388.72
50,2171902.0,43438.04
50,2174368.0,43487.36
50,2176834.0,43536.68
50,2179300.0,43586.0
50,2181766.0,43635.32
50,2184232.0,43684.64
50,2186698.0,43733.96
50,2189164.0,43783.28
50,2191630.0,43832.6
50,2194096.0,43881.92
50,2196562.0,43931.24
50,2199028.0,43980.56
50,2201494.0,44029.88
50,2203960.0,44079.2
50,2206426.0,44128.52
50,2208892.0,44177.84
50,2211358.0,44227.16
50,2213824.0,44276.48
50,2216290.0,44325.8
50,2218756.0,44375.12
50,2221222.0,44424.44
50,2223688.0,44473.76
50,2226154.0,44523.08
50,2228620.0,44572.4
50,2231086.0,44621.72
50,2233552.0,44671.04
50,2236018.0,44720.36
50,2238484.0,44769.68
50,2240950.0,44819.0
50,2243416.0,44868.32
50,2245882.0,44917.64
50,2248348.0,44966.96
50,2250814.0,45016.28
50,2253280.0,45065.6
50,2255746.0,45114.92
50,2258212.0,45164.24
50,2260678.0,45213.56
50,2263144.0,45262.88
50,2265610.0,45312.2
50,2268076.0,45361.52
50,2270542.0,45410.84
50,2273008.0,45460.16
50,2275474.0,45509.48
50,2277940.0,45558.8
50,2280406.0,45608.12
50,2282872.0,45657.44
50,2285338.0,45706.76
50,2287804.0,45756.08
50,2290270.0,45805.4
50,2292736.0,45854.72
50,2295202.0,45904.04
50,2297668.0,45953.36
50,2300134.0,46002.68
50,2302600.0,46052.0
50,2305066.0,46101.32
50,2307532.0,46150.64
50,2309998.0,46199.96
50,2312464.0,46249.28
50,2314930.0,46298.6
50,2317396.0,46347.92
50,2319862.0,46397.24
50,2322328.0,46446.56
50,2324794.0,46495.88
50,2327260.0,46545.2
50,2329726.0,46594.52
50,2332192.0,46643.84
50,2334658.0,46693.16
50,2337124.0,46742.48
50,2339590.0,46791.8
50,2342056.0,46841.12
50,2344522.0,46890.44
50,2346988.0,46939.76
50,2349454.0,46989.08
50,2351920.0,47038.4
50,2354386.0,47087.72
50,2356852.0,47137.04
50,2359318.0,47186.36
50,2361784.0,47235.68
50,2364250.0,47285.0
50,2366716.0,47334.32
50,2369182.0,47383.64
50,2371648.0,47432.96
50,2374114.0,47482.28
50,2376580.0,47531.6
50,2379046.0,47580.92
50,2381512.0,47630.24
50,2383978.0,47679.56
50,2386444.0,47728.88
50,2388910.0,47778.2
50,2391376.0,47827.52
50,2393842.0,47876.84
50,2396308.0,47926.16
50,2398774.0,47975.48
50,2401240.0,48024.8
50,2403706.0,48074.12
50,2406172.0,48123.44
50,2408638.0,48172.76
50,2411104.0,48222.08
50,2413570.0,48271.4
50,2416036.0,48320.72
50,2418502.0,48370.04
50,2420968.0,48419.36
50,2423434.0,48468.68
50,2425900.0,48518.0
50,2428366.0,48567.32
50,2430832.0,48616.64
50,2433298.0,48665.96
50,2435764.0,48715.28
50,2438230.0,48764.6
50,2440696.0,48813.92
50,2443162.0,48863.24
50,2445628.0,48912.56
50,2448094.0,48961.88
50,2450560.0,49011.2
50,2453026.0,49060.52
50,2455492.0,49109.84
50,2457958.0,49159.16
50,2460424.0,49208.48
50,2462890.0,49257.8
50,2465356.0,49307.12
50,2467822.0,49356.44
50,2470288.0,49405.76
50,2472754.0,49455.08
50,2475220.0,49504.4
50,2477686.0,49553.72
50,2480152.0,49603.04
50,2482618.0,49652.36
50,2485084.0,49701.68
50,2487550.0,49751.0
50,2490016.0,49800.32
50,2492482.0,49849.64
50,2494948.0,49898.96
50,2497414.0,49948.28
50,2499880.0,49997.6
50,2502346.0,50046.92
50,2504812.0,50096.24
50,2507278.0,50145.56
50,2509744.0,50194.88
50,2512210.0,50244.2
50,2514676.0,50293.52
50,2517142.0,50342.84
50,2519608.0,50392.16
50,2522074.0,50441.48
50,2524540.0,50490.8
50,2527006.0,50540.12
50,2529472.0,50589.44
50,2531938.0,50638.76
50,2534404.0,50688.08
50,2536870.0,50737.4
50,2539336.0,50786.72
50,2541802.0,50836.04
50,2544268.0,50885.36
50,2546734.0,50934.68
50,2549200.0,50984.0
50,2551666.0,51033.32
50,2554132.0,51082.64
50,2556598.0,51131.96
50,2559064.0,51181.28
50,2561530.0,51230.6
50,2563996.0,51279.92
50,2566462.0,51329.24
50,2568928.0,51378.56
50,2571394.0,51427.88
50,2573860.0,51477.2
50,2576326.0,51526.52
50,2578792.0,51575.84
50,2581258.0,51625.16
50,2583724.0,51674.48
50,2586190.0,51723.8
50,2588656.0,51773.12
50,2591122.0,51822.44
50,2593588.0,51871.76
50,2596054.0,51921.08
50,2598520.0,51970.4
50,2600986.0,52019.72
50,2603452.0,52069.04
50,2605918.0,52118.36
50,2608384.0,52167.68
50,2610850.0,52217.0
50,2613316.0,52266.32
50,2615782.0,52315.64
50,2618248.0,52364.96
50,2620714.0,52414.28
50,2623180.0,52463.6
50,2625646.0,52512.92
50,2628112.0,52562.24
50,2630578.0,52611.56
50,2633044.0,52660.88
50,2635510.0,52710.2
50,2637976.0,52759.52
50,2640442.0,52808.84
50,2642908.0,52858.16
50,2645374.0,52907.48
50,2647840.0,52956.8
50,2650306.0,53006.12
50,2652772.0,53055.44
50,2655238.0,53104.76
50,2657704.0,53154.08
50,2660170.0,53203.4
50,2662636.0,53252.72
50,2665102.0,53302.04
50,2667568.0,53351.36
50,2670034.0,53400.68
50,2672500.0,53450.0
50,2674966.0,53499.32
50,2677432.0,53548.64
50,2679898.0,53597.96
50,2682364.0,53647.28
50,2684830.0,53696.6
50,2687296.0,53745.92
50,2689762.0,53795.24
50,2692228.0,53844.56
50,2694694.0,53893.88
50,2697160.0,53943.2
50,2699626.0,53992.52
50,2702092.0,54041.84
50,2704558.0,54091.16
50,2707024.0,54140.48
50,2709490.0,54189.8
50,2711956.0,54239.12
50,2714422.0,54288.44
50,2716888.0,54337.76
50,2719354.0,54387.08
50,2721820.0,54436.4
50,2724286.0,54485.72
50,2726752.0,54535.04
50,2729218.0,54584.36
50,2731684.0,54633.68
50,2734150.0,54683.0
50,2736616.0,54732.32
50,2739082.0,54781.64
50,2741548.0,54830.96
50,2744014.0,54880.28
50,2746480.0,54929.6
50,2748946.0,54978.92
50,2751412.0,55028.24
50,2753878.0,55077.56
50,2756344.0,55126.88
50,2758810.0,55176.2
50,2761276.0,55225.52
50,2763742.0,55274.84
50,2766208.0,55324.16
50,2768674.0,55373.48
50,2771140.0,55422.8
50,2773606.0,55472.12
50,2776072.0,55521.44
50,2778538.0,55570.76
50,2781004.0,55620.08
50,2783470.0,55669.4
50,2785936.0,55718.72
50,2788402.0,55768.04
50,2790868.0,55817.36
50,2793334.0,55866.68
50,2795800.0,55916.0
50,2798266.0,55965.32
50,2800732.0,56014.64
50,2803198.0,56063.96
50,2805664.0,56113.28
50,2808130.0,56162.6
50,2810596.0,56211.92
50,2813062.0,56261.24
50,2815528.0,56310.56
50,2817994.0,56359.88
50,2820460.0,56409.2
50,2822926.0,56458.52
50,2825392.0,56507.84
50,2827858.0,56557.16
50,2830324.0,56606.48
50,2832790.0,56655.8
50,2835256.0,56705.12
50,2837722.0,56754.44
50,2840188.0,56803.76
50,2842654.0,56853.08
50,2845120.0,56902.4
50,2847586.0,56951.72
50,2850052.0,57001.04
50,2852518.0,57050.36
50,2854984.0,57099.68
50,2857450.0,57149.0
50,2859916.0,57198.32
50,2862382.0,57247.64
50,2864848.0,57296.96
50,2867314.0,57346.28
50,2869780.0,57395.6
50,2872246.0,57444.92
50,2874712.0,57494.24
50,2877178.0,57543.56
50,2879644.0,57592.88
50,2882110.0,57642.2
50,2884576.0,57691.52
50,2887042.0,57740.84
50,2889508.0,57790.16
50,2891974.0,57839.48
50,2894440.0,57888.8
50,2896906.0,57938.12
50,2899372.0,57987.44
50,2901838.0,58036.76
50,2904304.0,58086.08
50,2906770.0,58135.4
50,2909236.0,58184.72
50,2911702.0,58234.04
50,2914168.0,58283.36
50,2916634.0,58332.68
50,2919100.0,58382.0
50,2921566.0,58431.32
50,2924032.0,58480.64
50,2926498.0,58529.96
50,2928964.0,58579.28
50,2931430.0,58628.6
50,2933896.0,58677.92
50,2936362.0,58727.24
50,2938828.0,58776.56
50,2941294.0,58825.88
50,2943760.0,58875.2
50,2946226.0,58924.52
50,2948692.0,58973.84
50,2951158.0,59023.16
50,2953624.0,59072.48
50,2956090.0,59121.8
50,2958556.0,59171.12
50,2961022.0,59220.44
50,2963488.0,59269.76
50,2965954.0,59319.08
50,2968420.0,59368.4
50,2970886.0,59417.72
50,2973352.0,59467.04
50,2975818.0,59516.36
50,2978284.0,59565.68
50,2980750.0,59615.0
50,2983216.0,59664.32
50,2985682.0,59713.64
50,2988148.0,59762.96
50,2990614.0,59812.28
50,2993080.0,59861.6
50,2995546.0,59910.92
50,2998012.0,59960.24
50,3000478.0,60009.56
50,3002944.0,60058.88
50,3005410.0,60108.2
50,3007876.0,60157.52
50,3010342.0,60206.84
50,3012808.0,60256.16
50,3015274.0,60305.48
50,3017740.0,60354.8
50,3020206.0,60404.12
50,3022672.0,60453.44
50,3025138.0,60502.76
50,3027604.0,60552.08
50,3030070.0,60601.4
50,3032536.0,60650.72
50,3035002.0,60700.04
50,3037468.0,60749.36
50,3039934.0,60798.68
50,3042400.0,60848.0
50,3044866.0,60897.32
50,3047332.0,60946.64
50,3049798.0,60995.96
50,3052264.0,61045.28
50,3054730.0,61094.6
50,3057196.0,61143.92
50,3059662.0,61193.24
50,3062128.0,61242.56
50,3064594.0,61291.88
50,3067060.0,61341.2
50,3069526.0,61390.52
50,3071992.0,61439.84
50,3074458.0,61489.16
50,3076924.0,61538.48
50,3079390.0,61587.8
50,3081856.0,61637.12
50,3084322.0,61686.44
50,3086788.0,61735.76
50,3089254.0,61785.08
50,3091720.0,61834.4
50,3094186.0,61883.72
50,3096652.0,61933.04
50,3099118.0,61982.36
50,3101584.0,62031.68
50,3104050.0,62081.0
50,3106516.0,62130.32
50,3108982.0,62179.64
50,3111448.0,62228.96
50,3113914.0,62278.28
50,3116380.0,62327.6
50,3118846.0,62376.92
50,3121312.0,62426.24
50,3123778.0,62475.56
50,3126244.0,62524.88
50,3128710.0,62574.2
50,3131176.0,62623.52
50,3133642.0,62672.84
50,3136108.0,62722.16
50,3138574.0,62771.48
50,3141040.0,62820.8
50,3143506.0,62870.12
50,3145972.0,62919.44
50,3148438.0,62968.76
50,3150904.0,63018.08
50,3153370.0,63067.4
50,3155836.0,63116.72
50,3158302.0,63166.04
50,3160768.0,63215.36
50,3163234.0,63264.68
50,3165700.0,63314.0
50,3168166.0,63363.32
50,3170632.0,63412.64
50,3173098.0,63461.96
50,3175564.0,63511.28
50,3178030.0,63560.6
50,3180496.0,63609.92
50,3182962.0,63659.24
50,3185428.0,63708.56
50,3187894.0,63757.88
50,3190360.0,63807.2
50,3192826.0,63856.52
50,3195292.0,63905.84
50,3197758.0,63955.16
50,3200224.0,64004.48
50,3202690.0,64053.8
50,3205156.0,64103.12
50,3207622.0,64152.44
50,3210088.0,64201.76
50,3212554.0,64251.08
50,3215020.0,64300.4
50,3217486.0,64349.72
50,3219952.0,64399.04
50,3222418.0,64448.36
50,3224884.0,64497.68
50,3227350.0,64547.0
50,3229816.0,64596.32
50,3232282.0,64645.64
50,3234748.0,64694.96
50,3237214.0,64744.28
50,3239680.0,64793.6
50,3242146.0,64842.92
50,3244612.0,64892.24
50,3247078.0,64941.56
50,3249544.0,64990.88
50,3252010.0,65040.2
50,3254476.0,65089.52
50,3256942.0,65138.84
50,3259408.0,65188.16
50,3261874.0,65237.48
50,3264340.0,65286.8
50,3266806.0,65336.12
50,3269272.0,65385.44
50,3271738.0,65434.76
50,3274204.0,65484.08
50,3276670.0,65533.4
50,3279136.0,65582.72
50,3281602.0,65632.04
50,3284068.0,65681.36
50,3286534.0,65730.68
50,3289000.0,65780.0
50,3291466.0,65829.32
50,3293932.0,65878.64
50,3296398.0,65927.96
50,3298864.0,65977.28
50,3301330.0,66026.6
50,3303796.0,66075.92
50,3306262.0,66125.24
50,3308728.0,66174.56
50,3311194.0,66223.88
50,3313660.0,66273.2
50,3316126.0,66322.52
50,3318592.0,66371.84
50,3321058.0,66421.16
50,3323524.0,66470.48
50,3325990.0,66519.8
50,3328456.0,66569.12
50,3330922.0,66618.44
50,3333388.0,66667.76
50,3335854.0,66717.08
50,3338320.0,66766.4
50,3340786.0,66815.72
50,3343252.0,66865.04
50,3345718.0,66914.36
50,3348184.0,66963.68
50,3350650.0,67013.0
50,3353116.0,67062.32
50,3355582.0,67111.64
50,3358048.0,67160.96
50,3360514.0,67210.28
50,3362980.0,67259.6
50,3365446.0,67308.92
50,3367912.0,67358.24
50,3370378.0,67407.56
50,3372844.0,67456.88
50,3375310.0,67506.2
50,3377776.0,67555.52
50,3380242.0,67604.84
50,3382708.0,67654.16
50,3385174.0,67703.48
50,3387640.0,67752.8
50,3390106.0,67802.12
50,3392572.0,67851.44
50,3395038.0,67900.76
50,3397504.0,67950.08
50,3399970.0,67999.4
50,3402436.0,68048.72
50,3404902.0,68098.04
50,3407368.0,68147.36
50,3409834.0,68196.68
50,3412300.0,68246.0
50,3414766.0,68295.32
50,3417232.0,68344.64
50,3419698.0,68393.96
50,3422164.0,68443.28
50,3424630.0,68492.6
50,3427096.0,68541.92
50,3429562.0,68591.24
50,3432028.0,68640.56
50,3434494.0,68689.88
50,3436960.0,68739.2
50,3439426.0,68788.52
50,3441892.0,68837.84
